ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.11713171,0.17316715,0.17615654,0.12720008,0.05515823,0.041263588,0.100310184,0.12873459,0.020783694,0.08057653,0.0067573544,0.1873324,0.048604537,0.04856542
1,0.0032716664,0.03448999,0.18814823,0.042920556,0.033278663,0.17786968,0.0038475539,0.18669277,0.08257889,0.045257013,0.055919237
2,0.107834786,0.04175178,0.19067624,0.024851121,0.00984121
3,0.0021045872,0.179565,0.04907064,0.012508951,0.17010874,0.043751154,0.12682416
4,0.17115541,0.00700217,0.17098661,0.053678673
5,0.084981754,0.042288367,0.015725605,0.13769585
6,0.0912335,0.0058458415,0.039832972,0.038609013,0.05815965,0.022195993,0.047711935,0.08560241,0.06504778,0.17797795,0.18134701,0.059508715,0.042085446,0.18476325
7,0.1728206,0.16525337,0.18646921,0.053232178,0.18934467,0.15943433,0.07694776
8,0.11406243,0.19065502,0.18023455,0.18241438,0.041159287,0.13595676,0.1902677,0.1774366,0.18793775,0.057853468,0.1598831,0.18966256,0.028828504,0.1826194,0.081777774,0.04004323
9,0.11854597,0.0009809757,0.18508296,0.11116672,0.17484976,0.18774205,0.14037833,0.15386204
10,0.004145094,0.18387811,0.08685961,0.13450927,0.015399509,0.17359558,0.19066823,0.13751386,0.10214045,0.053366337,0.062538266,0.18820387
11,0.07063379,0.09330357,0.06979895,0.115805216,0.044723496,0.17571169,0.12881751,0.1267454,0.053992234,0.16324115,0.10870148,0.052351274,0.03056824,0.12835626
12,0.018025193,0.15562455,0.03390597,0.104593225,0.18939441,0.07608722,0.104509264,0.04138544,0.016311925,0.17796884,0.037784863,0.078339554,0.11318758,0.02533062
13,0.18293926,0.18780138,0.025524203,0.18498503,0.025571994,0.08089726,0.15778512,0.05856919,0.17937988
14,0.09421986,0.023857584,0.03200125,0.18420789,0.010339774,0.050280467,0.043259088,0.18987149
15,0.0401868,0.12008825,0.061232258,0.004808493,0.18456472,0.06475504,0.11545973,0.08837308,0.171648,0.1751853
16,0.06408318,0.07618581,0.08572188,0.041156676,0.16674532,0.16189097,0.1660562,0.03599073,0.018165924,0.17577966,0.095621146
17,0.10465292,0.086941324,0.0034069873
18,0.119512536,0.011546928,0.108949356,0.17927703,0.11460431,0.044728078,0.17288287,0.14308071,0.13061984,0.1898704,0.113045886
19,0.13150811
20,0.048364457,0.0925795,0.1873307,0.06753302,0.18903574,0.0048896195,0.17457445,0.1834984,0.029141968,0.046668015,0.082367264,0.16405185,0.12687518,0.045032736,0.039050486
21,0.18566285,0.1318774,0.18097328
22,0.18644053,0.02856141,0.065806426,0.038087312,0.0028934183,0.17436671,0.15948063
23,0.048435144
